Name,N2-rep1,N2-rep2,N2-rep3,Gld2-rep1,Gld2-rep2,Gld2-rep3,Cpb3-rep1,Cpb3-rep2,Cpb3-rep3,Gld2-pcb19-rep1,Gld2-pcb19-rep2,Gld2-PARN1-rep1,Gld2-PARN1-rep2,Gld2-CAF1-rep1,Gld2-CAF1-rep2,Gld2-PANL2-rep1,Gld2-PANL2-rep2,Gld2-CCF1-rep1,Gld2-CCF1-rep2,Gld2-CCR4-rep1,Gld2-CCR4-rep2,1-2-cell-egg-rep1,1-2-cell-egg-rep2
NM_058917,35,36,77,70,78,27,20,31,3,26,16,12,72,36,30,31,6,26,46,19,45,5,17
NM_058919,120,168,242,458,246,104,154,179,13,83,22,61,149,71,147,261,27,49,116,71,146,71,29
NM_058927,99,125,225,189,133,46,110,198,18,52,7,22,48,28,51,83,13,28,74,30,42,58,38
NR_050053,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0
NM_001128950/NM_058930,151,176,257,294,205,111,144,195,29,109,33,117,222,94,207,524,86,69,98,167,183,131,115
NM_058935,64,89,133,173,136,43,63,110,10,54,15,33,132,49,71,80,19,34,81,69,108,25,20
NM_058936,85,81,126,92,92,43,85,123,12,34,9,27,36,29,35,69,17,23,56,46,39,19,30
NM_058941,129,101,204,170,141,88,80,194,25,45,11,72,64,34,97,253,39,50,101,71,52,57,34
NM_058942,323,360,575,295,329,137,272,516,129,191,52,147,314,123,224,478,118,110,175,217,273,154,211
NM_058944,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_058946,1,0,0,12,8,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0
NR_050055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050068--4-of-6/NR_050066--4-of-6/NR_050064--4-of-6/NR_050062--5-of-6/NR_050060--5-of-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050067--4-of-5/NR_050065--4-of-5/NR_050063--3-of-5/NR_050061--4-of-5/NR_050059--3-of-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050068--3-of-6/NR_050066--3-of-6/NR_050064--3-of-6/NR_050062--4-of-6/NR_050060--4-of-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050067--5-of-5/NR_050065--5-of-5/NR_050063--5-of-5/NR_050061--3-of-5/NR_050059--2-of-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050068--5-of-6/NR_050066--5-of-6/NR_050064--5-of-6/NR_050062--6-of-6/NR_050060--6-of-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050067--1-of-5/NR_050065--1-of-5/NR_050063--4-of-5/NR_050061--5-of-5/NR_050059--4-of-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050068--1-of-6/NR_050066--1-of-6/NR_050064--1-of-6/NR_050062--1-of-6/NR_050060--1-of-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050067--2-of-5/NR_050065--2-of-5/NR_050063--1-of-5/NR_050061--1-of-5/NR_050059--1-of-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050068--2-of-6/NR_050066--2-of-6/NR_050064--2-of-6/NR_050062--2-of-6/NR_050060--2-of-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050067--3-of-5/NR_050065--3-of-5/NR_050063--2-of-5/NR_050061--2-of-5/NR_050059--5-of-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050068--6-of-6/NR_050066--6-of-6/NR_050064--6-of-6/NR_050062--3-of-6/NR_050060--3-of-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_058955,5,6,11,84,87,40,3,1,0,12,4,12,34,13,6,5,1,7,5,8,12,1,7
NM_058957,309,453,642,343,289,127,379,596,110,92,21,46,146,84,106,224,59,62,149,133,141,122,187
NM_058958,492,1049,1354,1705,1494,395,761,879,41,621,154,211,1147,572,1291,1013,188,229,560,312,852,90,112
NM_058960,333,420,545,289,246,166,393,646,96,105,26,150,232,89,276,724,114,99,187,185,204,186,209
NR_050070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_058965,0,0,0,20,7,1,6,1,1,0,0,2,2,1,0,0,0,0,0,2,0,0,0
NM_001136286/NM_058967,420,493,756,680,714,366,377,762,108,245,48,139,330,151,170,441,120,112,223,281,325,182,141
NM_058968,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
NM_058970,121,200,292,726,582,160,211,203,13,276,64,173,675,240,632,622,85,142,259,168,427,46,49
NM_058971,270,205,396,193,133,127,130,416,86,57,20,36,96,51,60,158,51,45,70,93,89,109,132
NM_058972,303,230,383,243,196,101,286,439,92,57,12,48,81,37,55,176,19,30,53,60,64,102,139
NM_058973,437,391,633,421,322,179,399,840,155,112,27,125,157,75,113,378,87,59,78,154,156,104,171
NM_058975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_101549,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
NR_050072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_101550,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
NR_050073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_058980,50,84,102,167,96,44,61,42,7,39,11,18,73,29,47,42,1,22,60,42,52,12,10
NM_058981,102,96,131,69,72,24,87,162,22,39,16,30,80,34,49,94,13,16,36,47,46,28,17
NM_058982,43,46,53,57,79,26,62,59,5,36,6,24,45,32,32,94,11,19,30,47,39,0,8
NM_058983/NM_182079,431,474,631,715,577,283,535,714,97,270,56,162,347,183,188,483,133,157,297,319,380,131,211
NM_058984,81,98,89,100,108,33,53,114,7,63,18,37,131,55,62,70,17,36,78,59,116,8,18
NR_101551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001026549,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
NM_058988/NM_001136326,16,26,21,27,26,7,17,21,6,15,4,12,29,10,11,47,9,13,13,15,21,12,12
NM_058992,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_058993,0,0,1,2,1,0,0,1,0,2,0,1,3,4,0,14,2,0,0,2,0,0,0
NR_061569/NM_058994/NM_001025899/NM_058995/NM_001025900/NM_001025901/NM_058997/NR_050075/NR_062472/NM_001083132/NM_059002/NM_170851/NM_059006/NM_059007/NM_059011/NM_059012/NM_059013/NM_059015/NR_003378/NM_059017,23414,28408,39197,58610,50423,22222,23727,32924,5082,22972,5628,14665,38132,17271,24823,56406,10961,9193,14522,22447,27581,8054,6716
NM_001047162/NM_001047161,47,48,59,96,126,31,47,48,6,52,11,32,91,47,164,281,36,35,58,89,59,13,24
NM_001262757,4,2,3,0,3,0,1,0,0,7,0,3,3,0,0,2,0,0,1,0,1,0,1
NM_001025787,124,225,298,666,429,130,142,219,23,187,48,125,363,196,213,192,52,76,178,151,241,51,68
NR_050081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_101552,3,4,5,3,4,0,0,4,1,1,0,0,4,0,0,1,0,0,0,0,0,0,0
NM_059025,653,537,1013,344,378,214,513,1011,203,310,52,290,453,219,242,1945,286,149,226,565,425,208,381
NM_059028,1,2,3,718,436,210,21,22,4,8,5,18,25,21,30,46,8,11,30,35,35,11,0
NM_059030,81,102,106,177,138,66,56,155,19,116,10,94,111,53,114,209,38,74,109,119,133,40,7
NM_059031,0,1,1,17,7,9,5,3,0,3,0,0,4,4,1,8,3,2,0,2,4,0,0
NM_001262780/NM_001262779,84,69,93,148,73,38,45,76,16,16,12,26,59,29,26,38,5,30,55,27,60,10,14
NM_059039,487,614,916,1258,1105,565,649,972,148,474,118,283,811,324,513,941,330,183,504,515,648,174,278
NR_050083,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NM_059042,416,407,582,342,273,147,357,548,102,56,39,70,215,60,155,204,64,62,282,84,183,152,181
NM_059043,13,17,22,94,69,47,7,21,4,50,12,34,68,27,75,149,19,25,36,33,43,9,18
NM_001262788/NM_001262787,112,152,194,232,221,72,112,201,26,183,30,87,162,93,76,171,32,62,119,103,85,73,14
NM_059047,50,75,93,84,91,34,48,81,7,31,10,25,51,26,39,60,23,19,87,50,58,26,22
NR_050088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_059050,69,84,107,159,140,54,61,95,16,42,17,38,88,67,100,116,27,37,55,39,60,6,3
NM_059056,33,56,53,74,62,32,48,66,8,46,7,30,65,33,49,79,15,13,30,41,38,7,12
NM_059064/NM_059065/NR_050089/NR_050091/NR_050093,2,6,9,7,7,6,7,5,1,2,0,1,0,1,0,1,2,1,0,2,4,0,0
NR_050094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_059069,24,43,58,91,93,30,41,58,2,18,7,17,58,28,20,52,6,19,32,24,40,16,6
NR_050097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_059071,5,3,16,35,32,14,16,19,1,6,3,5,26,10,21,21,2,14,60,10,37,2,3
NM_059075,1375,1781,2256,2852,2163,1034,1525,2579,419,747,189,543,1151,468,813,1635,446,371,643,722,958,437,511
NM_059076,1034,935,1369,1199,1209,609,811,1333,290,581,99,404,754,305,499,1561,374,284,452,692,577,405,492
NM_059083,278,346,592,637,630,327,290,434,55,242,47,163,386,149,200,347,86,108,261,241,363,116,93
NM_001026252,713,620,1106,673,915,478,552,1268,174,189,47,192,246,97,156,531,113,141,139,279,233,218,206
NM_001047194/NM_001047193,311,311,558,724,471,175,254,321,57,263,79,148,521,212,294,452,94,156,266,259,337,141,135
NM_001026492,663,718,1105,506,516,271,501,1085,202,214,56,262,287,161,286,1242,148,162,197,299,271,505,649
NM_059088,495,604,759,855,697,301,574,578,71,168,53,171,337,174,191,377,73,123,320,208,261,145,257
NM_059089,0,2,1,2,10,4,0,1,0,3,0,2,4,0,0,1,0,0,0,3,0,0,0
NR_050099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_059091,0,0,0,3,7,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
NM_059092,1,0,2,1,5,0,0,0,0,2,0,3,1,0,0,2,0,1,0,0,0,0,0
NM_059093/NM_182063,0,5,2,9,9,4,3,7,0,5,1,1,5,0,9,5,0,2,1,1,4,0,0
NM_059096,0,0,0,24,14,6,1,2,1,4,2,0,5,0,2,2,2,0,0,4,0,0,0
NM_059099,0,0,5,6,0,1,2,0,0,0,0,2,1,1,2,0,0,0,1,1,4,0,7
NM_059100,2760,2407,3649,3446,3510,1935,1812,4128,739,1107,395,2130,2280,1005,1488,8593,946,857,1095,1686,1012,891,1050
NM_059106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_059107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_059108,27,25,3,39,43,9,3,19,1,8,3,6,6,2,0,20,1,1,10,6,9,0,0
NM_001025875/NM_001025874,1,0,1,0,6,0,5,1,1,4,0,2,6,0,0,0,0,1,2,3,1,0,0
NM_059112,32,26,47,116,101,67,33,55,20,58,22,82,88,50,58,272,63,48,37,64,73,13,24
NM_059114,326,453,712,727,614,293,312,483,41,150,62,94,370,156,118,276,42,145,247,190,247,87,55
NR_050102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_059117,18,20,20,89,67,33,12,38,5,14,10,18,38,9,11,27,7,13,25,25,21,1,8
NM_059118,251,247,352,460,328,154,166,166,26,93,61,131,281,102,238,322,67,93,256,155,201,123,138
NM_059119,436,680,881,1844,1159,462,590,634,46,345,113,244,668,278,472,600,116,214,376,397,428,221,238
NM_001083149,134,103,167,202,137,69,107,202,28,83,10,52,95,29,54,129,34,16,33,49,56,23,40
NM_059122/NM_182041,66,78,149,78,94,45,36,57,9,16,10,19,34,9,19,24,14,17,35,25,39,29,20
NM_059123,124,137,187,264,197,94,117,189,54,120,42,77,156,55,66,121,84,75,142,130,142,69,88
NM_001026543/NM_001026544,415,379,510,420,320,195,287,550,77,141,28,141,223,88,145,472,111,75,220,232,195,167,105
NM_059134,470,463,650,430,333,248,292,420,70,88,37,104,276,75,167,296,82,145,366,210,262,80,61
NM_059135,232,289,360,569,439,282,217,330,54,130,35,143,343,121,281,513,72,99,196,165,230,110,107
NM_059138,386,422,600,1403,984,399,331,510,58,323,103,279,604,257,530,1091,237,186,345,293,400,195,86
NR_050105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_059144,4,0,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10,0,0
NM_170859,23,32,68,6,5,3,18,18,12,1,0,1,5,4,4,6,0,0,4,1,6,19,12
NM_059145,32,35,41,53,43,25,39,62,10,37,11,32,37,29,34,34,16,22,26,37,44,7,4
NM_059149,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001047170/NM_001047169,2,17,17,110,81,15,43,48,11,0,0,2,2,0,2,7,0,0,6,5,3,0,0
NM_059153,403,421,578,675,634,257,352,487,57,434,120,395,542,349,812,1575,216,212,444,339,431,345,296
NM_001025797,67,84,114,133,81,45,72,88,9,33,10,37,110,35,50,85,14,21,51,41,43,9,14
NM_001128941/NM_059154,828,1292,1749,1195,653,256,1317,1463,98,259,117,196,681,212,492,527,129,284,877,280,586,301,548
NM_059155,41,58,69,64,48,13,55,85,9,23,4,15,37,18,18,45,17,24,52,23,26,25,19
NM_059156,123,156,212,351,213,75,92,164,18,120,38,124,319,126,135,224,56,95,134,154,160,67,92
NM_059157,46,50,90,152,108,35,78,85,9,36,8,22,105,47,104,127,27,23,50,70,71,16,29
NM_059159/NM_059158,534,623,1063,1500,1014,399,517,726,87,483,92,294,723,386,341,900,166,246,469,410,628,142,195
NM_059160,97,119,140,218,226,112,88,126,15,72,10,34,77,46,57,175,17,55,61,92,87,20,47
NM_001276519/NM_182023/NM_059161/NR_050108,810,768,1161,1249,1355,617,909,1369,200,921,212,600,1314,479,728,1455,428,341,559,1108,1448,285,413
NM_059164,49,135,150,205,129,23,93,84,9,32,8,25,75,33,60,77,20,30,56,45,43,19,24
NM_059165,213,271,358,536,531,208,197,307,28,143,24,83,237,100,117,233,54,52,201,163,206,54,62
NM_059168,2,5,2,108,69,36,11,18,0,2,0,4,4,3,1,5,2,1,1,0,6,0,0
NM_170862,2,2,5,28,19,10,13,18,1,13,4,49,36,46,8,121,2,25,57,43,16,0,2
NM_001262932,0,1,0,1,1,3,4,1,0,1,0,4,1,1,0,4,0,0,0,2,0,0,0
NM_059169,6,10,15,11,19,7,7,12,0,11,2,5,6,1,1,9,0,0,1,3,1,0,0
NM_059171,43,53,79,216,171,51,36,49,4,32,13,36,63,38,28,88,10,24,43,42,62,23,13
NR_050114,0,0,0,6,5,4,1,0,0,1,0,0,6,1,4,0,2,1,1,0,2,0,0
NM_059173,48,93,115,178,119,37,100,71,2,62,16,38,121,67,111,89,15,46,180,49,95,10,3
NR_101556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050115,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
NR_050116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_059177,88,90,115,100,126,55,58,138,13,35,6,33,45,35,43,80,25,47,54,48,37,30,28
NM_170865/NM_182025/NM_059180/NM_059179,88,90,129,255,164,91,86,177,25,76,19,51,84,55,67,140,29,52,49,106,66,21,10
NM_059182,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_059183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001262958/NM_059186/NM_059185,103,128,213,356,233,58,187,164,18,172,48,81,299,133,252,239,44,66,146,81,258,63,24
NR_050120,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
NM_059187,130,153,252,269,293,105,144,187,9,101,44,71,236,95,84,91,27,65,159,138,167,15,30
NM_001047176/NM_001047175,271,234,404,460,502,273,269,521,87,244,43,232,402,134,192,586,226,77,173,301,338,153,165
NM_059189,96,109,174,192,178,80,117,199,69,158,46,115,329,139,77,298,122,102,186,337,263,64,68
NM_001026249/NM_001026250,4127,5118,6472,9489,8256,4233,4262,6671,784,3883,860,2757,6431,2881,3504,10335,2018,1700,3145,3823,5417,1674,1865
NR_050123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_059194,4,1,1,6,2,5,7,2,1,0,0,0,2,0,0,0,1,0,0,0,3,44,15
NM_059198,0,1,0,9,8,3,1,5,1,1,0,0,4,4,0,3,1,0,0,0,0,0,0
NM_059200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_101557,1,15,19,66,53,19,7,6,0,10,2,9,44,7,6,6,8,5,14,14,24,5,5
NM_059201,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NR_050126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_059202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_059203,157,164,316,377,225,106,239,228,29,148,41,101,274,114,154,225,95,78,242,180,235,86,126
NM_059206/NM_059205/NM_059204,129,178,272,321,238,101,166,287,27,77,26,52,137,73,76,117,32,46,105,99,113,55,29
NM_059207,6032,7377,10183,15397,14248,5778,7068,12070,2697,8313,1975,4515,14337,7318,6646,10488,3268,2645,4889,5726,11780,2392,1784
NM_059208,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NM_001262981,11,18,26,167,128,55,10,16,3,26,1,12,34,9,61,109,13,6,21,18,31,8,8
NR_050128,3,0,0,0,0,0,0,0,1,1,4,0,1,0,1,4,0,0,1,2,1,0,0
NM_059212,247,320,469,423,439,159,228,311,31,105,32,109,220,101,394,405,75,90,184,123,173,77,79
NM_059213,697,893,1315,1062,830,441,865,1413,195,562,114,332,854,357,410,1368,307,216,561,607,827,442,701
NM_001026350--1-of-2,117,68,126,221,175,112,55,151,23,66,26,104,143,49,113,388,82,38,44,120,79,42,12
NM_001026350--2-of-2/NM_059215,2,4,6,4,1,2,1,0,0,1,1,2,5,0,9,2,1,0,6,0,3,2,0
NM_059217,0,1,3,4,1,3,0,1,0,2,1,0,2,1,0,0,0,2,0,0,5,0,0
NR_050129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_059219,0,0,0,14,9,4,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
NM_059220,84,90,168,53,34,18,61,101,17,35,14,25,84,22,72,114,38,35,73,72,95,51,75
NM_059221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_059223,549,691,1168,1095,846,321,751,985,113,303,77,185,564,245,283,497,120,204,482,388,489,258,292
NR_050132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001026404/NM_059229/NM_059228,894,997,1316,1726,1506,675,836,1219,158,963,265,671,1489,659,946,2006,613,465,592,1224,1131,430,669
NM_059230,6504,7366,10311,12048,9095,4140,4742,7342,1092,4073,953,2367,6391,2762,3260,7678,1681,1831,3926,3832,5507,2741,2734
NM_059232,844,627,1136,1016,826,437,380,1011,177,304,103,239,759,189,445,886,287,204,543,396,511,333,282
NM_059237/NM_059236/NM_059235/NR_050133/NM_170867/NR_050134,60,89,117,237,211,94,108,151,13,85,16,64,154,66,80,157,32,67,88,93,107,36,29
NM_059238,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NM_001026300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
NM_059239,267,208,365,212,238,143,213,407,79,113,30,147,132,75,156,532,89,62,110,118,134,187,210
NM_059240,909,1049,1451,1501,1254,608,888,1209,108,411,125,355,699,317,362,1122,183,238,505,493,541,170,252
NM_059242/NM_059241/NR_003383,162,166,207,231,246,133,173,254,23,105,21,90,157,67,78,175,45,69,101,137,138,21,83
NM_059243,190,219,335,360,247,102,127,215,18,107,41,62,224,86,136,247,39,82,185,122,174,77,102
NM_059246,5,3,21,10,10,5,5,20,1,5,1,6,23,6,12,12,0,3,5,12,9,0,0
NM_059247,96,164,194,459,297,133,103,113,13,99,28,76,206,78,111,176,47,77,106,148,155,73,56
NM_182038/NM_059251,75,130,141,236,178,60,104,96,11,57,23,26,80,57,105,73,18,41,108,39,79,26,15
NM_059252,14,38,38,78,46,11,15,9,2,17,5,15,37,30,15,48,6,12,46,20,23,2,0
NM_059253,215,251,343,515,358,188,138,243,28,180,83,168,382,174,259,373,90,106,202,187,305,100,84
NM_059254,73,124,178,263,196,37,76,56,20,69,34,42,179,86,124,142,37,79,182,85,135,41,33
NM_059255,462,363,612,249,261,172,273,545,114,110,17,119,161,70,99,417,86,85,173,141,153,228,155
NM_059256,0,0,0,61,41,13,3,4,0,4,0,5,1,2,12,0,1,0,3,2,5,0,0
NM_059258,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,2,0,0
NM_001263043/NM_001263042,203,259,355,413,307,96,266,319,43,239,59,142,405,160,175,338,89,134,244,339,410,199,169
NM_059263,326,307,480,361,309,151,257,424,46,191,52,192,346,122,179,450,137,127,148,333,272,172,201
NR_050135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050136,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
NR_050137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_059268,12,4,7,11,10,9,7,11,0,4,3,4,7,3,7,3,8,2,6,3,3,2,0
NM_059269,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_059271,702,749,1102,1776,1139,506,564,742,85,504,147,355,1012,438,515,907,188,265,567,487,616,358,288
NM_059273,165,143,315,375,267,157,136,209,39,127,36,74,238,100,128,253,56,37,104,129,153,87,70
NR_050140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050141,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NR_050142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
NR_050143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_059279,445,479,764,479,388,150,298,355,60,135,21,96,224,92,124,263,53,106,220,193,181,210,253
NM_059280,205,285,324,710,539,221,241,315,38,242,72,143,588,227,305,551,149,113,342,293,504,119,135
NM_059282/NM_059281,128,208,266,315,260,101,129,226,27,97,32,63,186,105,75,199,25,50,131,103,158,63,75
NM_001025801,154,183,268,346,263,148,104,143,20,71,22,100,174,80,147,236,45,56,131,109,145,58,47
NM_059286,196,186,257,322,338,163,184,249,60,82,33,63,211,76,151,327,85,90,154,110,191,54,125
NM_059287,474,485,732,1075,878,367,410,687,109,389,138,409,803,379,931,1585,246,240,489,397,535,273,288
NM_059288,25,39,59,14,9,1,30,22,4,5,5,1,9,1,5,5,0,4,11,3,12,2,2
NM_001025850/NM_001025851,643,711,1008,1152,1026,655,449,813,107,382,107,328,670,250,407,839,180,178,342,486,545,264,194
NM_059291,0,3,0,8,3,0,0,0,0,0,0,0,1,3,1,2,0,0,0,4,0,0,0
NR_052465--1-of-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_059294,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_059296,0,0,0,9,7,4,1,2,0,3,0,2,1,0,0,1,0,0,4,0,0,0,0
NM_059298,26,38,57,47,54,12,70,146,7,57,1,13,49,18,13,41,11,5,7,29,27,2,3
NM_059299/NM_059300,186,166,300,229,156,45,229,347,32,53,43,85,164,49,143,230,58,78,169,74,166,119,151
NM_059301,454,377,609,299,407,217,391,734,163,171,49,177,208,132,190,472,122,113,177,281,254,204,290
NM_059302,933,885,1263,1182,1088,530,736,1272,241,446,131,475,728,342,636,2005,420,307,615,899,761,557,493
NM_059303,1212,1684,2284,2461,2156,952,1665,2321,226,1481,292,637,2438,993,960,2292,452,575,1352,1419,2361,441,673
NR_050148,0,0,2,1,5,0,0,2,0,0,0,2,3,0,0,0,0,2,0,0,1,0,0
NM_170870/NM_001263093/NM_171838,83,89,196,73,74,36,93,73,16,35,7,28,119,22,63,92,28,36,41,50,46,47,14
NR_050150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_059309/NM_182013,259,328,568,685,545,213,346,374,42,243,82,153,474,203,310,615,117,98,305,286,471,89,163
NR_050152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_059312,310,265,398,443,383,237,236,372,55,170,38,141,329,120,199,525,153,94,213,304,278,164,159
NM_059315,0,0,0,4,4,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
NR_050153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_059316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
NM_059318,0,0,0,12,11,4,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_059319,1,3,0,13,17,2,4,3,1,6,0,8,1,0,2,14,3,2,1,1,13,0,0
NM_059320,0,0,0,20,15,9,2,4,0,0,0,2,3,0,1,0,0,1,1,7,0,0,0
NM_001025792/NM_001025791/NM_001025793,7,13,9,41,17,7,3,6,2,6,2,10,9,8,4,14,4,8,4,7,4,2,0
